id,work_area_id,resource_type,resource_name,quantity,unit,record_day,supplier,notes
,wa_lm300,machine,机械设备,10.0,set,310,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(12).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,310,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(12).xlsx
,wa_lm300,machine,机械设备,17.0,set,310,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(12).xlsx; detail=炮头机1台 挖掘机6台 后八轮7辆 10方车3辆
,wa_lm300,labor,班组人数,2.0,person,310,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(12).xlsx
,wa_lm300,machine,机械设备,6.0,set,310,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(12).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,310,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(12).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,319,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,319,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,319,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,319,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,319,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,319,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx
,wa_lm300,machine,机械设备,27.0,set,319,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=炮头机1台 挖掘机5台 后八轮11辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,319,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx
,wa_lm300,machine,机械设备,6.0,set,319,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,319,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(15).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,329,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,329,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,329,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,329,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,329,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,329,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx
,wa_lm300,machine,机械设备,6.0,set,329,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=炮头机4台 挖掘机2台
,wa_lm300,labor,班组人数,2.0,person,329,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx
,wa_lm300,machine,机械设备,6.0,set,329,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,329,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(17).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,225,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,225,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,225,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,225,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,225,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,225,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx
,wa_lm300,machine,机械设备,19.0,set,225,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=炮头机2台 挖掘机4台 后八轮3辆 前四后八车10辆
,wa_lm300,labor,班组人数,2.0,person,225,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx
,wa_lm300,machine,机械设备,6.0,set,225,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,225,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(18).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,322,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,322,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,322,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,322,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,322,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,322,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx
,wa_lm300,machine,机械设备,27.0,set,322,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=炮头机1台 挖掘机5台 后八轮11辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,322,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx
,wa_lm300,machine,机械设备,6.0,set,322,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,322,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(19).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,327,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,327,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,327,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,327,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,327,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,327,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx
,wa_lm300,machine,机械设备,15.0,set,327,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=炮头机2台 挖掘机6台 后八轮7辆
,wa_lm300,labor,班组人数,2.0,person,327,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx
,wa_lm300,machine,机械设备,6.0,set,327,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,327,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(20).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,317,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,317,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,317,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,317,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,317,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,317,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx
,wa_lm300,machine,机械设备,20.0,set,317,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=炮头机1台 挖掘机4台 后八轮5辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,317,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx
,wa_lm300,machine,机械设备,6.0,set,317,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,317,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(21).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,216,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,216,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,216,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,216,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,216,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,16.0,person,216,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx
,wa_lm300,machine,机械设备,10.0,set,216,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=炮头机2台 挖掘机3台 后八车5辆
,wa_lm300,labor,班组人数,2.0,person,216,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx
,wa_lm300,machine,机械设备,6.0,set,216,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,216,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(23).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,217,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,217,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,217,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,217,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,217,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,217,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx
,wa_lm300,machine,机械设备,11.0,set,217,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=炮头机2台 挖掘机4台 后八车5辆
,wa_lm300,labor,班组人数,2.0,person,217,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx
,wa_lm300,machine,机械设备,6.0,set,217,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,217,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(24).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,224,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,224,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,224,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,224,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,224,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,30.0,person,224,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx
,wa_lm300,machine,机械设备,19.0,set,224,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=炮头机2台 挖掘机4台 后八轮3辆 前四后八车10辆
,wa_lm300,labor,班组人数,2.0,person,224,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx
,wa_lm300,machine,机械设备,6.0,set,224,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,224,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(28).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,315,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,315,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,315,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,315,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
,wa_lm300,machine,机械设备,10.0,set,315,七秩塘,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=挖掘机: 2台。压路机：1台，后八轮加长车：7辆
,wa_lm300,labor,班组人数,26.0,person,315,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx
,wa_lm300,machine,机械设备,20.0,set,315,路基2工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=炮头机1台 挖掘机4台 后八轮5辆 5方车10辆
,wa_lm300,labor,班组人数,2.0,person,315,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx
,wa_lm300,machine,机械设备,6.0,set,315,路基3工区,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=挖机3台 装载机1台 后八轮2台
,wa_lm300,machine,机械设备,2.0,set,315,1、K7+330~K7+450,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(29).xlsx; detail=200挖机2号台、349炮头机2台、铲车一台、压路机一台。
,wa_qqtq_r,machine,机械设备,9.0,set,309,七秩塘桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=旋挖机：1台 挖机：2台 吊车：4辆 洒水车：1辆 装载机：1台
,wa_mzdq,machine,机械设备,2.0,set,309,马宅大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=旋挖机：1台 吊车：1辆
,wa_hlddq_r,machine,机械设备,3.0,set,309,横路店大桥,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=旋挖机：1台 吊车：1辆 挖机1台
,wa_mzdq,machine,机械设备,9.0,set,309,梁板预制场,from_daily_report=351国道磐安安文至东阳马宅段改建工程施工日报(3)(1).xlsx; detail=龙门吊：4台 水泥罐车：2辆 装载机：1辆 张拉机：1台 压浆机：1台
